type,llm_name,udb_name,match_score,llm_class,udb_class,source_file,notes
UDB_RECALL_MISS,,JVT_BASE_TYPE,0.0,,NORM_CSR_WARL,,"Type of the jvt.BASE CSR field. One of:

* mask: jvt.BASE contains one or more implemented bits, whi"
UDB_RECALL_MISS,,JVT_READ_ONLY,0.0,,NORM_CSR_WARL,,"If Zcmt is implemented, JVT is implemented, but can contain a read-only value"
UDB_RECALL_MISS,,LRSC_FAIL_ON_NON_EXACT_LRSC,0.0,,NORM_DIRECT,,"Whether or not a Store Conditional fails if its physical address and size do not
exactly match the p"
UDB_RECALL_MISS,,LRSC_FAIL_ON_VA_SYNONYM,0.0,,NORM_DIRECT,,"Whether or not an `sc.l`/`sc.d` will fail if its VA does not match the VA of the prior
`lr.l`/`lr.d`"
UDB_RECALL_MISS,,LRSC_RESERVATION_STRATEGY,0.0,,NORM_DIRECT,,"Strategy used to handle reservation sets.

  * ""reserve naturally-aligned 64-byte region"": Always re"
UDB_RECALL_MISS,,MARCHID_IMPLEMENTED,0.0,,NORM_DIRECT,,"* false: `marchid` is not implemented, and must be read-only-0
* true: `marchid` is implemented, and"
UDB_RECALL_MISS,,MCID_WIDTH,0.0,,NORM_CSR_WARL,,"Number of bits used for the Monitoring Counter ID field (MCID).
Default is 12."
UDB_RECALL_MISS_DEBUG,,MCONTEXT_AVAILABLE,0.0,,NORM_DIRECT,,Specifies if MCONTEXT is available
UDB_RECALL_MISS,,MCOUNTENABLE_EN,0.0,,NORM_CSR_RW,,"Indicates which counters can be delegated via `mcounteren`.

An unimplemented counter cannot be spec"
UDB_RECALL_MISS,,MISALIGNED_AMO,0.0,,NORM_DIRECT,,whether or not the implementation supports misaligned atomics in main memory
UDB_RECALL_MISS,,MISALIGNED_LDST,0.0,,NORM_DIRECT,,"Does the implementation perform non-atomic misaligned loads and stores to main memory
(does *not* af"
UDB_RECALL_MISS,,MISALIGNED_LDST_EXCEPTION_PRIORITY,0.0,,NORM_DIRECT,,"The relative priority of a load/store/AMO exception vs. load/store/AMO page-fault
or access-fault ex"
UDB_RECALL_MISS,,MISALIGNED_SPLIT_STRATEGY,0.0,,NORM_DIRECT,,"Options:

  * sequential_bytes: The load/store appears to be broken into byte-sized accesses that pr"
UDB_RECALL_MISS,,MISA_CSR_IMPLEMENTED,0.0,,NORM_DIRECT,,"Options:

  true::
    The `misa` CSR returns a non-zero value.

  false::
    The `misa` CSR is rea"
UDB_RECALL_MISS,,MSTATEEN_AIA_TYPE,0.0,,NORM_CSR_RW,,"Behavior of the mstateen0.AIA bit:

  * 'rw': read-write
  * 'read-only-0': read-only, fixed to 0
  "
UDB_RECALL_MISS,,MSTATEEN_CONTEXT_TYPE,0.0,,NORM_CSR_RW,,"Behavior of the mstateen0.CONTEXT bit:

  * 'rw': read-write
  * 'read-only-0': read-only, fixed to "
UDB_RECALL_MISS,,MSTATEEN_CSRIND_TYPE,0.0,,NORM_CSR_RW,,"Behavior of the mstateen0.CSRIND bit:

  * 'rw': read-write
  * 'read-only-0': read-only, fixed to 0"
UDB_RECALL_MISS,,MSTATEEN_ENVCFG_TYPE,0.0,,NORM_CSR_RW,,"Behavior of the mstateen0.ENVCFG bit:

  * 'rw': read-write
  * 'read-only-0': read-only, fixed to 0"
UDB_RECALL_MISS,,MSTATEEN_IMSIC_TYPE,0.0,,NORM_CSR_RW,,"Behavior of the mstateen0.IMSIC bit:

  * 'rw': read-write
  * 'read-only-0': read-only, fixed to 0
"
UDB_RECALL_MISS,,MSTATEEN_JVT_TYPE,0.0,,NORM_CSR_RW,,"Behavior of the mstateen0.JVT bit:

  * 'rw': read-write
  * 'read-only-0': read-only, fixed to 0
  "
UDB_RECALL_MISS,,MSTATUS_FS_LEGAL_VALUES,0.0,,NORM_CSR_WARL,,The set of values that mstatus.FS supports.
UDB_RECALL_MISS,,MSTATUS_TVM_IMPLEMENTED,0.0,,NORM_DIRECT,,"Whether or not mstatus.TVM is implemented.

When not implemented mstatus.TVM will be read-only-zero."
UDB_RECALL_MISS,,MSTATUS_VS_LEGAL_VALUES,0.0,,NORM_CSR_WARL,,The set of values that mstatus.VS will accept from a software write.
UDB_RECALL_MISS,,MTVAL_WIDTH,0.0,,NORM_DIRECT,,"The number of implemented bits in the `mtval` CSR.
This is the CSR that may be written when a trap i"
UDB_RECALL_MISS,,MTVEC_ACCESS,0.0,,NORM_CSR_RW,,"Options:

  ro::
    `mtvec` is read-only.

  rw::
    `mtvec` is read-write, but may not accept all"
UDB_RECALL_MISS,,MTVEC_BASE_ALIGNMENT_DIRECT,0.0,,NORM_CSR_WARL,,"Minimum alignment of the base pointer. Because `mtvec` excludes the two least-significant bits of
th"
UDB_RECALL_MISS,,MTVEC_BASE_ALIGNMENT_VECTORED,0.0,,NORM_CSR_WARL,,"Because `mtvec` excludes the two least-significant bits of
the base, the minimum alignment cannot be"
UDB_RECALL_MISS,,MUTABLE_MISA_A,0.0,,NORM_CSR_RW,,"When the `A` extensions is supported, indicates whether or not
the extension can be disabled in the "
UDB_RECALL_MISS,,MUTABLE_MISA_B,0.0,,NORM_CSR_RW,,Indicates whether or not the `B` extension can be disabled with the `misa.B` bit.
UDB_RECALL_MISS,,MUTABLE_MISA_C,0.0,,NORM_CSR_RW,,Indicates whether or not the `C` extension can be disabled with the `misa.C` bit.
UDB_RECALL_MISS,,MUTABLE_MISA_D,0.0,,NORM_CSR_RW,,Indicates whether or not the `D` extension can be disabled with the `misa.D` bit.
UDB_RECALL_MISS,,MUTABLE_MISA_F,0.0,,NORM_CSR_RW,,Indicates whether or not the `F` extension can be disabled with the `misa.F` bit.
UDB_RECALL_MISS,,MUTABLE_MISA_H,0.0,,NORM_CSR_RW,,Indicates whether or not the `H` extension can be disabled with the `misa.H` bit.
UDB_RECALL_MISS,,MUTABLE_MISA_M,0.0,,NORM_CSR_RW,,Indicates whether or not the `M` extension can be disabled with the `misa.M` bit.
UDB_RECALL_MISS,,MUTABLE_MISA_Q,0.0,,NORM_CSR_RW,,Indicates whether or not the `Q` extension can be disabled with the `misa.Q` bit.
UDB_RECALL_MISS,,MUTABLE_MISA_S,0.0,,NORM_CSR_RW,,Indicates whether or not the `S` extension can be disabled with the `misa.S` bit.
UDB_RECALL_MISS,,MUTABLE_MISA_U,0.0,,NORM_CSR_RW,,Indicates whether or not the `U` extension can be disabled with the `misa.U` bit.
UDB_RECALL_MISS,,MUTABLE_MISA_V,0.0,,NORM_CSR_RW,,Indicates whether or not the `V` extension can be disabled with the `misa.V` bit.
UDB_RECALL_MISS,,MXLEN,0.0,,NORM_DIRECT,,"XLEN in machine mode, specified in bits"
UDB_RECALL_MISS,,NUM_EXTERNAL_GUEST_INTERRUPTS,0.0,,NORM_DIRECT,,"Number of supported virtualized guest interrupts

Corresponds to the `GEILEN` parameter in the RVI s"
UDB_RECALL_MISS,,PMA_GRANULARITY,0.0,,NORM_DIRECT,,"Generally, for systems with an MMU, should not be smaller than 12,
as that would preclude caching PM"
UDB_RECALL_MISS,,PMP_GRANULARITY,0.0,,NORM_DIRECT,,"log2 of the smallest supported PMP region.

Generally, for systems with an MMU, should not be smalle"
UDB_RECALL_MISS,,PRECISE_SYNCHRONOUS_EXCEPTIONS,0.0,,NORM_DIRECT,,"If false, any exception not otherwise mandated to precise (e.g., PMP violation)
will cause execution"
UDB_RECALL_MISS,,RCID_WIDTH,0.0,,NORM_CSR_WARL,,"Number of bits used for the Resource Control ID field (RCID).
Default is 12."
UDB_RECALL_MISS,,REPORT_CAUSE_IN_MTVAL_ON_LANDING_PAD_SOFTWARE_CHECK,0.0,,NORM_DIRECT,,"When true, `mtval` is written with the shadow stack cause (code=18) when a SoftwareCheck exception i"
UDB_RECALL_MISS,,REPORT_CAUSE_IN_MTVAL_ON_SHADOW_STACK_SOFTWARE_CHECK,0.0,,NORM_DIRECT,,"When true, `mtval` is written with the shadow stack cause (code=3) when a SoftwareCheck exception is"
UDB_RECALL_MISS,,REPORT_CAUSE_IN_STVAL_ON_LANDING_PAD_SOFTWARE_CHECK,0.0,,NORM_DIRECT,,"When true, `stval` is written with the shadow stack cause (code=18) when a SoftwareCheck exception i"
UDB_RECALL_MISS,,REPORT_CAUSE_IN_STVAL_ON_SHADOW_STACK_SOFTWARE_CHECK,0.0,,NORM_DIRECT,,"When true, `stval` is written with the shadow stack cause (code=3) when a SoftwareCheck exception is"
UDB_RECALL_MISS,,REPORT_CAUSE_IN_VSTVAL_ON_LANDING_PAD_SOFTWARE_CHECK,0.0,,NORM_DIRECT,,"When true, `vstval` is written with the shadow stack cause (code=18) when a SoftwareCheck exception "
UDB_RECALL_MISS,,REPORT_CAUSE_IN_VSTVAL_ON_SHADOW_STACK_SOFTWARE_CHECK,0.0,,NORM_DIRECT,,"When true, `vstval` is written with the shadow stack cause (code=3) when a SoftwareCheck exception i"
UDB_RECALL_MISS,,REPORT_GPA_IN_HTVAL_ON_GUEST_PAGE_FAULT,0.0,,NORM_DIRECT,,"When true, `htval` is written with the Guest Physical Address, shifted right by 2, that
caused a `Gu"
UDB_RECALL_MISS,,REPORT_GPA_IN_TVAL_ON_INSTRUCTION_GUEST_PAGE_FAULT,0.0,,NORM_DIRECT,,"Whether or not GPA >> 2 is written into htval/mtval2 when an instruction guest page fault occurs.

I"
UDB_RECALL_MISS,,REPORT_GPA_IN_TVAL_ON_INTERMEDIATE_GUEST_PAGE_FAULT,0.0,,NORM_DIRECT,,"Whether or not GPA >> 2 is written into htval/mtval2 when a guest page fault occurs while
walking a "
UDB_RECALL_MISS,,REPORT_GPA_IN_TVAL_ON_LOAD_GUEST_PAGE_FAULT,0.0,,NORM_DIRECT,,"Whether or not GPA >> 2 is written into htval/mtval2 when a load guest page fault occurs.

If false,"
UDB_RECALL_MISS,,REPORT_GPA_IN_TVAL_ON_STORE_AMO_GUEST_PAGE_FAULT,0.0,,NORM_DIRECT,,"Whether or not GPA >> 2 is written into htval/mtval2 when a store/amo guest page fault occurs.

If f"
UDB_RECALL_MISS,,RVV_VL_WHEN_AVL_LT_DOUBLE_VLMAX,0.0,,NORM_DIRECT,,The value assigned to VL when AVL < 2*VLMAX.
UDB_RECALL_MISS,,SCOUNTENABLE_EN,0.0,,NORM_CSR_RW,,"Indicates which counters can delegated via `scounteren`

An unimplemented counter cannot be specifie"
UDB_RECALL_MISS,,SSTATEEN_JVT_TYPE,0.0,,NORM_CSR_RW,,"Behavior of the sstateen0.JVT bit:

  * 'rw': read-write
  * 'read-only-0': read-only, fixed to 0
  "
UDB_RECALL_MISS,,STVAL_WIDTH,0.0,,NORM_DIRECT,,"The number of implemented bits in `stval`.

Must be greater than or equal to _max_(`PHYS_ADDR_WIDTH`"
UDB_RECALL_MISS,,STVEC_MODE_DIRECT,0.0,,NORM_CSR_WARL,,Whether or not `stvec.MODE` supports Direct (0).
UDB_RECALL_MISS,,STVEC_MODE_VECTORED,0.0,,NORM_CSR_WARL,,Whether or not `stvec.MODE` supports Vectored (1).
UDB_RECALL_MISS,,SV32X4_TRANSLATION,0.0,,NORM_CSR_WARL,,Whether or not Sv32x4 translation mode is supported.
UDB_RECALL_MISS,,SV32_VSMODE_TRANSLATION,0.0,,NORM_DIRECT,,"Whether or not Sv32 translation is supported in first-stage (VS-stage)
translation."
UDB_RECALL_MISS,,SV39X4_TRANSLATION,0.0,,NORM_CSR_WARL,,Whether or not Sv39x4 translation mode is supported.
UDB_RECALL_MISS,,SV39_VSMODE_TRANSLATION,0.0,,NORM_DIRECT,,"Whether or not Sv39 translation is supported in first-stage (VS-stage)
translation."
UDB_RECALL_MISS,,SV48X4_TRANSLATION,0.0,,NORM_CSR_WARL,,Whether or not Sv48x4 translation mode is supported.
UDB_RECALL_MISS,,SV48_VSMODE_TRANSLATION,0.0,,NORM_DIRECT,,"Whether or not Sv48 translation is supported in first-stage (VS-stage)
translation."
UDB_RECALL_MISS,,SV57X4_TRANSLATION,0.0,,NORM_CSR_WARL,,Whether or not Sv57x4 translation mode is supported.
UDB_RECALL_MISS,,SV57_VSMODE_TRANSLATION,0.0,,NORM_DIRECT,,"Whether or not Sv57 translation is supported in first-stage (VS-stage)
translation."
UDB_RECALL_MISS,,SXLEN,0.0,,NORM_DIRECT,,"Set of XLENs supported in S-mode. Can be one of:

  * 32:   SXLEN is always 32
  * 64:   SXLEN is al"
UDB_RECALL_MISS,,TIME_CSR_IMPLEMENTED,0.0,,NORM_DIRECT,,"Whether or not a real hardware `time` CSR exists. Implementations can either provide a real
CSR or e"
UDB_RECALL_MISS,,TINST_VALUE_ON_BREAKPOINT,0.0,,NORM_CSR_RW,,"Value written into htinst/mtinst on a Breakpoint exception from VU/VS-mode.

Possible values:
  * ""a"
UDB_RECALL_MISS,,TINST_VALUE_ON_FINAL_INSTRUCTION_GUEST_PAGE_FAULT,0.0,,NORM_CSR_RW,,"Value to write into htval/mtval2 when there is a guest page fault on a final translation.

Possible "
UDB_RECALL_MISS,,TINST_VALUE_ON_FINAL_LOAD_GUEST_PAGE_FAULT,0.0,,NORM_CSR_RW,,"Value to write into htval/mtval2 when there is a guest page fault on a final translation.

Possible "
UDB_RECALL_MISS,,TINST_VALUE_ON_FINAL_STORE_AMO_GUEST_PAGE_FAULT,0.0,,NORM_CSR_RW,,"Value to write into htval/mtval2 when there is a guest page fault on a final translation.

Possible "
UDB_RECALL_MISS,,TINST_VALUE_ON_INSTRUCTION_ADDRESS_MISALIGNED,0.0,,NORM_CSR_RW,,"Value written into htinst/mtinst when there is an instruction address misaligned exception.

Possibl"
UDB_RECALL_MISS,,TINST_VALUE_ON_LOAD_ACCESS_FAULT,0.0,,NORM_CSR_RW,,"Value written into htinst/mtinst on an AccessFault exception from VU/VS-mode.

Possible values:
  * "
UDB_RECALL_MISS,,TINST_VALUE_ON_LOAD_ADDRESS_MISALIGNED,0.0,,NORM_CSR_RW,,"Value written into htinst/mtinst on a VirtualInstruction exception from VU/VS-mode.

Possible values"
UDB_RECALL_MISS,,TINST_VALUE_ON_LOAD_PAGE_FAULT,0.0,,NORM_CSR_RW,,"Value written into htinst/mtinst on a LoadPageFault exception from VU/VS-mode.

Possible values:
  *"
UDB_RECALL_MISS,,TINST_VALUE_ON_MCALL,0.0,,NORM_CSR_RW,,"Value written into htinst/mtinst on a MCall exception from VU/VS-mode.

Possible values:
  * ""always"
UDB_RECALL_MISS,,TINST_VALUE_ON_SCALL,0.0,,NORM_CSR_RW,,"Value written into htinst/mtinst on a SCall exception from VU/VS-mode.

Possible values:
  * ""always"
UDB_RECALL_MISS,,TINST_VALUE_ON_STORE_AMO_ACCESS_FAULT,0.0,,NORM_CSR_RW,,"Value written into htinst/mtinst on an AccessFault exception from VU/VS-mode.

Possible values:
  * "
UDB_RECALL_MISS,,TINST_VALUE_ON_STORE_AMO_ADDRESS_MISALIGNED,0.0,,NORM_CSR_RW,,"Value written into htinst/mtinst on a VirtualInstruction exception from VU/VS-mode.

Possible values"
UDB_RECALL_MISS,,TINST_VALUE_ON_STORE_AMO_PAGE_FAULT,0.0,,NORM_CSR_RW,,"Value written into htinst/mtinst on a StoreAmoPageFault exception from VU/VS-mode.

Possible values:"
UDB_RECALL_MISS,,TINST_VALUE_ON_UCALL,0.0,,NORM_CSR_RW,,"Value written into htinst/mtinst on a UCall exception from VU/VS-mode.

Possible values:
  * ""always"
UDB_RECALL_MISS,,TINST_VALUE_ON_VIRTUAL_INSTRUCTION,0.0,,NORM_CSR_RW,,"Value written into htinst/mtinst on a VirtualInstruction exception from VU/VS-mode.

Possible values"
UDB_RECALL_MISS,,TINST_VALUE_ON_VSCALL,0.0,,NORM_CSR_RW,,"Value written into htinst/mtinst on a VSCall exception from VU/VS-mode.

Possible values:
  * ""alway"
UDB_RECALL_MISS,,TRAP_ON_EBREAK,0.0,,NORM_DIRECT,,"The spec states that implementations may handle EBREAKs transparently
without raising a trap, in whi"
UDB_RECALL_MISS,,TRAP_ON_ILLEGAL_WLRL,0.0,,NORM_DIRECT,,"Options:

  * true: Writing an illegal value to a WLRL CSR field will cause an IllegalInstruction ex"
UDB_RECALL_MISS,,TRAP_ON_RESERVED_INSTRUCTION,0.0,,NORM_DIRECT,,"Options:

  * true: Fetching an unimplemented and/or undefined instruction from the standard/reserve"
UDB_RECALL_MISS,,TRAP_ON_SFENCE_VMA_WHEN_SATP_MODE_IS_READ_ONLY,0.0,,NORM_DIRECT,,"For implementations that make `satp`.MODE read-only zero
(always Bare, _i.e._, no virtual translatio"
UDB_RECALL_MISS,,TRAP_ON_UNIMPLEMENTED_CSR,0.0,,NORM_DIRECT,,"Options:

  * true: Accessing an unimplemented CSR (via a `Zicsr` instruction) will cause an Illegal"
UDB_RECALL_MISS,,TRAP_ON_UNIMPLEMENTED_INSTRUCTION,0.0,,NORM_DIRECT,,"Options:

  * true: Fetching an unimplemented instruction will cause an IllegalInstruction exception"
UDB_RECALL_MISS,,UXLEN,0.0,,NORM_DIRECT,,"Set of XLENs supported in U-mode. When both 32 and 64 are supported, SXLEN can be changed,
via mstat"
UDB_RECALL_MISS,,VENDOR_ID_BANK,0.0,,NORM_DIRECT,,"Encodes the number of one-byte continuation codes in the Bank field of `mvendorid`.

iN JEDEC’s parl"
UDB_RECALL_MISS,,VENDOR_ID_OFFSET,0.0,,NORM_DIRECT,,"Encodes the final byte of a JEDEC manufactor ID, discarding the parity bit."
UDB_RECALL_MISS,,VMID_WIDTH,0.0,,NORM_DIRECT,,"Number of bits supported in `hgatp.VMID` (i.e., the supported width of a virtual machine ID)."
UDB_RECALL_MISS,,VSSTAGE_MODE_BARE,0.0,,NORM_DIRECT,,Whether or not writing mode=Bare is supported in the `vsatp` register.
UDB_RECALL_MISS,,VSTVEC_MODE_DIRECT,0.0,,NORM_CSR_WARL,,Whether or not `vstvec.MODE` supports Direct (0).
UDB_RECALL_MISS,,VSTVEC_MODE_VECTORED,0.0,,NORM_CSR_WARL,,Whether or not `stvec.MODE` supports Vectored (1).
UDB_RECALL_MISS,,VUXLEN,0.0,,NORM_DIRECT,,"Set of XLENs supported in VU-mode. When both 32 and 64 are supported, VUXLEN can be changed
via `vss"
LLM_NEW_HIGH_CONF,ADUE_CONTROL,,0.0,NORM_CSR_RW,,hypervisor.adoc,The ADUE bit controls whether hardware updating of PTE A/D bits is enabled for VS-stage address tran
LLM_NEW_HIGH_CONF,AES64KS1I_RNUM_RANGE,,0.0,NORM_CSR_WARL,,scalar-crypto.adoc,Note that `rnum` must be in the range `0x0..0xA`. The values `0xB..0xF` are reserved.
LLM_NEW_HIGH_CONF,AMOCAS_ADDRESS_ALIGNMENT,,0.0,NORM_CSR_WARL,,zacas.adoc,`AMOCAS.W/D/Q` requires that the address held in `rs1` be naturally aligned to the size of the opera
LLM_NEW_HIGH_CONF,AMOCAS_AQ_RL_SEMANTICS,,0.0,NORM_DIRECT,,zacas.adoc,"The memory operation performed by an `AMOCAS.W/D/Q`, when successful, has acquire semantics if `aq` "
LLM_NEW_HIGH_CONF,AMOCAS_WRITE_PERMISSION,,0.0,NORM_DIRECT,,zacas.adoc,An `AMOCAS.W/D/Q` instruction always requires write permissions.
LLM_NEW_HIGH_CONF,AMO_AQ_SEMANTICS,,0.0,NORM_DIRECT,,a-st-ext.adoc,"If the _aq_ bit is set, then no later memory operations in this RISC-V hart can be observed to take "
LLM_NEW_HIGH_CONF,AMO_RL_SEMANTICS,,0.0,NORM_DIRECT,,a-st-ext.adoc,"Conversely, if the _rl_ bit is set, then other RISC-V harts will not observe the AMO before memory a"
LLM_NEW_HIGH_CONF,ATOMIC_UPDATE_ON_CBO_ZERO,,0.0,NORM_DIRECT,,cmo.adoc,An implementation may or may not update the entire set of bytes atomically with a single store opera
LLM_NEW_HIGH_CONF,ATOMIC_WORD_ACCESS_MULTIPLE_OF_4,,0.0,NORM_DIRECT,,zilsd.adoc,"If the effective address is a multiple of 4, then each word access is required to be performed atomi"
LLM_NEW_HIGH_CONF,BASE_ISA,,0.0,NORM_DIRECT,,intro.adoc,"A RISC-V ISA is defined as a base integer ISA, which must be present in any implementation, plus opt"
LLM_NEW_HIGH_CONF,BF16_EXTENSION_DEPENDENCIES,,0.0,NORM_DIRECT,,bfloat16.adoc,"The BF16 extensions defined in this specification (i.e., Zfbfmin, Zvfbfmin, and Zvfbfwma) depend on "
LLM_NEW_HIGH_CONF,BF16_FORMAT_PARAMETERS,,0.0,NORM_DIRECT,,bfloat16.adoc,"For BF16 these values are: radix (b) 2, significand (p) 8, emax 127."
LLM_NEW_HIGH_CONF,BF16_ROUNDING_MODES,,0.0,NORM_CSR_WARL,,bfloat16.adoc,BF16 instructions support all 5 RISC-V Floating-point rounding modes.
LLM_NEW_HIGH_CONF,BITMANIP_ARCHITECTURES,,0.0,NORM_DIRECT,,b-st-ext.adoc,The bitmanip extensions are defined for RV32 and RV64.
LLM_NEW_HIGH_CONF,B_EXTENSION_COMPOSITION,,0.0,NORM_DIRECT,,b-st-ext.adoc,"The B standard extension comprises instructions provided by the Zba, Zbb, and Zbs extensions."
LLM_NEW_HIGH_CONF,CACHE_BLOCK_MANAGEMENT_ACCESS,,0.0,NORM_DIRECT,,cmo.adoc,A cache-block management instruction is permitted to access the specified cache block whenever a loa
LLM_NEW_HIGH_CONF,CACHE_BLOCK_ZERO_ACCESS_TYPE,,0.0,NORM_CSR_WARL,,cmo.adoc,The Zicboz extension introduces an additional supported access type PMA for cache-block zero instruc
LLM_NEW_HIGH_CONF,COMPRESSED_FP_LOAD_STORE_SUPPORT,,0.0,NORM_DIRECT,,c-st-ext.adoc,"If the C extension is implemented, the appropriate compressed floating-point load and store instruct"
LLM_NEW_HIGH_CONF,COUNTER_ENABLE_BITS,,0.0,NORM_CSR_RW,,supervisor.adoc,The `scounteren` CSR is a 32-bit register that controls the availability of the hardware performance
LLM_NEW_HIGH_CONF,COUNTER_TICK_PERIOD_DETERMINATION,,0.0,NORM_DIRECT,,counters.adoc,The execution environment should provide a means of determining the period of a counter tick (second
LLM_NEW_HIGH_CONF,CSR_WIDTH_MODULATION,,0.0,NORM_DIRECT,,priv-csrs.adoc,The width of the temporary register is changed to the new width.
LLM_NEW_HIGH_CONF,CTRCTL_RAS_EMULATION,,0.0,NORM_CSR_RW,,smctr.adoc,"When the optional `__x__ctrctl`.RASEMU bit is implemented and set to 1, transfer recording behavior "
